oblast,raion,hromada,level,started_at,finished_at
Vinnytska oblast,,,oblast,2022-03-17 14:18:41+00:00,2022-03-17 15:02:08+00:00
Zhytomyrska oblast,,,oblast,2022-03-17 14:21:18+00:00,2022-03-17 14:35:19+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-03-17 14:21:28+00:00,2022-03-17 14:37:09+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-03-17 14:21:42+00:00,2022-03-17 14:36:42+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-17 14:23:20+00:00,2022-03-17 14:41:01+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-17 14:23:32+00:00,2022-03-17 14:41:06+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-17 15:04:42+00:00,2022-03-17 15:24:45+00:00
Donetska oblast,Bakhmutskyi raion,Toretska terytorialna hromada,hromada,2022-03-17 15:05:12+00:00,2022-03-17 15:24:32+00:00
Donetska oblast,Kramatorskyi raion,Druzhkivska terytorialna hromada,hromada,2022-03-17 15:08:36+00:00,2022-03-17 15:24:39+00:00
Kharkivska oblast,,,oblast,2022-03-17 15:18:12+00:00,2022-03-17 15:30:01+00:00
Zhytomyrska oblast,,,oblast,2022-03-17 16:14:06+00:00,2022-03-17 21:51:10+00:00
Kyivska oblast,Boryspilskyi raion,m. Boryspil ta Boryspilska terytorialna hromada,hromada,2022-03-17 17:01:39+00:00,2022-03-17 17:34:11+00:00
Kyivska oblast,Brovarskyi raion,m. Brovary ta Brovarska terytorialna hromada,hromada,2022-03-17 17:01:49+00:00,2022-03-17 17:34:03+00:00
Zaporizka oblast,Melitopolskyi raion,m. Melitopol ta Melitopolska terytorialna hromada,hromada,2022-03-17 17:55:14+00:00,2022-03-17 18:38:54+00:00
Zaporizka oblast,Zaporizkyi raion,,raion,2022-03-17 18:13:04+00:00,2022-03-17 18:33:25+00:00
Dnipropetrovska oblast,Nikopolskyi raion,m. Nikopol ta Nikopolska terytorialna hromada,hromada,2022-03-17 19:38:00+00:00,2022-03-17 20:01:17+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,Shyrokivska terytorialna hromada,hromada,2022-03-17 19:38:27+00:00,2022-03-17 20:03:08+00:00
Zaporizka oblast,Zaporizkyi raion,Shyrokivska terytorialna hromada,hromada,2022-03-17 19:38:27+00:00,2022-03-17 20:03:08+00:00
Luhanska oblast,Shchastynskyi raion,Shyrokivska terytorialna hromada,hromada,2022-03-17 19:38:27+00:00,2022-03-17 20:03:08+00:00
Mykolaivska oblast,Bashtanskyi raion,Shyrokivska terytorialna hromada,hromada,2022-03-17 19:38:27+00:00,2022-03-17 20:03:08+00:00
Zaporizka oblast,Melitopolskyi raion,m. Melitopol ta Melitopolska terytorialna hromada,hromada,2022-03-17 19:45:42+00:00,2022-03-17 20:04:31+00:00
Kyiv City,,,oblast,2022-03-17 21:19:48+00:00,2022-03-17 21:50:03+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-17 21:24:36+00:00,2022-03-17 21:56:32+00:00
Kyivska oblast,Fastivskyi raion,m. Fastiv ta Fastivska terytorialna hromada,hromada,2022-03-17 21:25:09+00:00,2022-03-17 21:56:50+00:00
Kyivska oblast,Brovarskyi raion,m. Brovary ta Brovarska terytorialna hromada,hromada,2022-03-17 21:26:06+00:00,2022-03-17 21:56:56+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-17 21:26:34+00:00,2022-03-17 21:56:41+00:00
Donetska oblast,Mariupolskyi raion,,raion,2022-03-17 22:26:43+00:00,2022-03-17 22:53:17+00:00
Zaporizka oblast,,,oblast,2022-03-17 22:59:31+00:00,2022-03-17 23:37:50+00:00
Kharkivska oblast,,,oblast,2022-03-17 23:05:40+00:00,2022-03-17 23:37:10+00:00
Odeska oblast,Odeskyi raion,,raion,2022-03-17 23:42:43+00:00,2022-03-17 23:48:26+00:00
Vinnytska oblast,,,oblast,2022-03-18 01:28:26+00:00,2022-03-18 02:11:54+00:00
Kyiv City,,,oblast,2022-03-18 01:28:26+00:00,2022-03-18 02:12:00+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 01:31:27+00:00,2022-03-18 02:12:48+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 01:34:06+00:00,2022-03-18 02:16:35+00:00
Kharkivska oblast,,,oblast,2022-03-18 02:57:40+00:00,2022-03-18 04:15:48+00:00
Kyiv City,,,oblast,2022-03-18 03:18:25+00:00,2022-03-18 04:37:34+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 03:19:21+00:00,2022-03-18 04:38:44+00:00
Vinnytska oblast,,,oblast,2022-03-18 03:21:06+00:00,2022-03-18 04:34:48+00:00
Kyivska oblast,,,oblast,2022-03-18 03:27:32+00:00,2022-03-18 04:45:30+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-18 03:33:24+00:00,2022-03-18 04:38:52+00:00
Cherkaska oblast,Cherkaskyi raion,m. Cherkasy ta Cherkaska terytorialna hromada,hromada,2022-03-18 03:33:50+00:00,2022-03-18 04:39:05+00:00
Dnipropetrovska oblast,,,oblast,2022-03-18 03:53:56+00:00,2022-03-18 04:23:02+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-18 03:55:29+00:00,2022-03-18 04:23:19+00:00
Khmelnytska oblast,,,oblast,2022-03-18 04:00:13+00:00,2022-03-18 04:37:43+00:00
Rivnenska oblast,,,oblast,2022-03-18 04:07:40+00:00,2022-03-18 04:47:06+00:00
Volynska oblast,,,oblast,2022-03-18 04:08:08+00:00,2022-03-18 04:47:52+00:00
Lvivska oblast,,,oblast,2022-03-18 04:08:35+00:00,2022-03-18 04:47:51+00:00
Ternopilska oblast,,,oblast,2022-03-18 04:13:09+00:00,2022-03-18 05:17:10+00:00
Ivano-Frankivska oblast,,,oblast,2022-03-18 04:17:03+00:00,2022-03-18 04:51:29+00:00
Dnipropetrovska oblast,,,oblast,2022-03-18 05:26:50+00:00,2022-03-18 07:02:42+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-18 05:29:00+00:00,2022-03-18 07:03:07+00:00
Kharkivska oblast,,,oblast,2022-03-18 05:29:27+00:00,2022-03-18 07:55:56+00:00
Zaporizka oblast,,,oblast,2022-03-18 05:30:12+00:00,2022-03-18 07:36:07+00:00
Mykolaivska oblast,Pervomaiskyi raion,m. Pervomaisk ta Pervomaiska terytorialna hromada,hromada,2022-03-18 05:33:27+00:00,2022-03-18 07:03:52+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-03-18 05:35:56+00:00,2022-03-18 08:38:05+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-18 05:45:10+00:00,2022-03-18 05:55:25+00:00
Kyiv City,,,oblast,2022-03-18 05:48:05+00:00,2022-03-18 06:56:13+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 05:48:48+00:00,2022-03-18 07:04:59+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 05:51:41+00:00,2022-03-18 08:18:02+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-03-18 05:52:42+00:00,2022-03-18 08:38:00+00:00
Odeska oblast,,,oblast,2022-03-18 06:07:37+00:00,2022-03-18 06:14:20+00:00
Vinnytska oblast,,,oblast,2022-03-18 06:09:25+00:00,2022-03-18 06:54:02+00:00
Cherkaska oblast,Zvenyhorodskyi raion,,raion,2022-03-18 06:11:14+00:00,2022-03-18 06:56:57+00:00
Cherkaska oblast,Umanskyi raion,,raion,2022-03-18 06:11:20+00:00,2022-03-18 06:57:00+00:00
Cherkaska oblast,Cherkaskyi raion,,raion,2022-03-18 06:11:24+00:00,2022-03-18 06:57:06+00:00
Cherkaska oblast,Zolotoniskyi raion,,raion,2022-03-18 06:11:28+00:00,2022-03-18 06:57:09+00:00
Cherkaska oblast,,,oblast,2022-03-18 06:12:37+00:00,2022-03-18 06:56:54+00:00
Rivnenska oblast,,,oblast,2022-03-18 06:19:38+00:00,2022-03-18 06:40:41+00:00
Volynska oblast,,,oblast,2022-03-18 06:20:00+00:00,2022-03-18 06:41:21+00:00
Ternopilska oblast,,,oblast,2022-03-18 06:22:31+00:00,2022-03-18 06:43:32+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-03-18 06:24:26+00:00,2022-03-18 06:42:04+00:00
Poltavska oblast,,,oblast,2022-03-18 06:29:25+00:00,2022-03-18 08:37:50+00:00
Donetska oblast,Bakhmutskyi raion,Toretska terytorialna hromada,hromada,2022-03-18 07:02:59+00:00,2022-03-18 07:54:39+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-18 07:03:17+00:00,2022-03-18 08:35:10+00:00
Dnipropetrovska oblast,Dniprovskyi raion,m. Dnipro ta Dniprovska terytorialna hromada,hromada,2022-03-18 07:12:15+00:00,2022-03-18 07:31:52+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-18 07:18:09+00:00,2022-03-18 07:33:30+00:00
Kharkivska oblast,,,oblast,2022-03-18 07:55:59+00:00,2022-03-18 09:05:01+00:00
Kyiv City,,,oblast,2022-03-18 08:46:58+00:00,2022-03-18 09:50:48+00:00
Cherkaska oblast,Cherkaskyi raion,m. Cherkasy ta Cherkaska terytorialna hromada,hromada,2022-03-18 08:48:40+00:00,2022-03-18 09:30:18+00:00
Cherkaska oblast,,,oblast,2022-03-18 08:50:19+00:00,2022-03-18 09:29:56+00:00
Kyivska oblast,Boryspilskyi raion,m. Boryspil ta Boryspilska terytorialna hromada,hromada,2022-03-18 08:55:18+00:00,2022-03-18 09:32:30+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-18 08:55:21+00:00,2022-03-18 09:09:44+00:00
Chernihivska oblast,,,oblast,2022-03-18 09:19:44+00:00,2022-03-18 10:13:06+00:00
Kharkivska oblast,,,oblast,2022-03-18 09:25:00+00:00,2022-03-18 09:32:14+00:00
Kharkivska oblast,,,oblast,2022-03-18 10:03:58+00:00,2022-03-18 11:33:51+00:00
Dnipropetrovska oblast,,,oblast,2022-03-18 10:39:30+00:00,2022-03-18 11:29:58+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-18 10:40:30+00:00,2022-03-18 11:31:09+00:00
Zaporizka oblast,,,oblast,2022-03-18 10:43:00+00:00,2022-03-18 11:34:56+00:00
Sumska oblast,Sumskyi raion,m. Sumy ta Sumska terytorialna hromada,hromada,2022-03-18 10:53:37+00:00,2022-03-18 12:11:29+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-03-18 10:56:02+00:00,2022-03-18 11:35:20+00:00
Kyivska oblast,Buchanskyi raion,Makarivska terytorialna hromada,hromada,2022-03-18 11:01:09+00:00,2022-03-18 11:44:29+00:00
Zhytomyrska oblast,Korostenskyi raion,,raion,2022-03-18 11:01:17+00:00,2022-03-18 11:42:47+00:00
Zhytomyrska oblast,Zhytomyrskyi raion,,raion,2022-03-18 11:01:23+00:00,2022-03-18 11:42:51+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 11:03:30+00:00,2022-03-18 11:44:19+00:00
Kharkivska oblast,,,oblast,2022-03-18 11:39:30+00:00,2022-03-18 12:22:19+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-03-18 11:39:45+00:00,2022-03-18 12:14:01+00:00
Zhytomyrska oblast,Zhytomyrskyi raion,Radomyshlska terytorialna hromada,hromada,2022-03-18 14:08:24+00:00,2022-03-18 16:38:07+00:00
Donetska oblast,Donetskyi raion,,raion,2022-03-18 14:13:55+00:00,2022-03-18 14:52:22+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-03-18 14:13:58+00:00,2022-03-18 14:52:30+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-18 14:14:17+00:00,2022-03-18 14:52:53+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 14:14:18+00:00,2022-03-18 16:37:49+00:00
Kharkivska oblast,,,oblast,2022-03-18 14:37:01+00:00,2022-03-18 15:15:57+00:00
Donetska oblast,Kramatorskyi raion,Druzhkivska terytorialna hromada,hromada,2022-03-18 14:43:44+00:00,2022-03-18 14:52:48+00:00
Donetska oblast,Kramatorskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-03-18 14:43:51+00:00,2022-03-18 14:52:45+00:00
Zaporizka oblast,Melitopolskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-03-18 14:43:51+00:00,2022-03-18 14:52:45+00:00
Mykolaivska oblast,Mykolaivskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-03-18 14:43:51+00:00,2022-03-18 14:52:45+00:00
Khersonska oblast,Kakhovskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-03-18 14:43:51+00:00,2022-03-18 14:52:45+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,Pokrovska terytorialna hromada,hromada,2022-03-18 14:44:35+00:00,2022-03-18 14:52:41+00:00
Dnipropetrovska oblast,Nikopolskyi raion,Pokrovska terytorialna hromada,hromada,2022-03-18 14:44:35+00:00,2022-03-18 14:52:41+00:00
Donetska oblast,Pokrovskyi raion,Pokrovska terytorialna hromada,hromada,2022-03-18 14:44:35+00:00,2022-03-18 14:52:41+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-03-18 14:53:04+00:00,2022-03-18 16:32:39+00:00
Kyiv City,,,oblast,2022-03-18 15:00:13+00:00,2022-03-18 15:42:13+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-18 15:02:42+00:00,2022-03-18 16:30:13+00:00
Donetska oblast,Kramatorskyi raion,Sviatohirska terytorialna hromada,hromada,2022-03-18 15:40:25+00:00,2022-03-18 17:00:06+00:00
Kyiv City,,,oblast,2022-03-18 15:48:15+00:00,2022-03-18 16:27:19+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-03-18 15:49:29+00:00,2022-03-18 16:27:32+00:00
Poltavska oblast,Lubenskyi raion,m. Pyriatyn ta Pyriatynska terytorialna hromada,hromada,2022-03-18 15:49:36+00:00,2022-03-18 16:27:38+00:00
Cherkaska oblast,Cherkaskyi raion,m. Cherkasy ta Cherkaska terytorialna hromada,hromada,2022-03-18 15:50:39+00:00,2022-03-18 16:28:21+00:00
Cherkaska oblast,Cherkaskyi raion,Smilianska terytorialna hromada,hromada,2022-03-18 15:50:45+00:00,2022-03-18 16:28:18+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-18 15:51:04+00:00,2022-03-18 16:28:11+00:00
Cherkaska oblast,Zvenyhorodskyi raion,m. Vatutine ta Vatutinska terytorialna hromada,hromada,2022-03-18 15:51:12+00:00,2022-03-18 16:28:04+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 15:52:15+00:00,2022-03-18 16:30:07+00:00
Mykolaivska oblast,Mykolaivskyi raion,,raion,2022-03-18 15:53:49+00:00,2022-03-18 16:30:23+00:00
Mykolaivska oblast,Voznesenskyi raion,m. Voznesensk ta Voznesenska terytorialna hromada,hromada,2022-03-18 15:54:00+00:00,2022-03-18 16:30:17+00:00
Kirovohradska oblast,Kropyvnytskyi raion,,raion,2022-03-18 15:55:22+00:00,2022-03-18 16:28:47+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 16:39:31+00:00,2022-03-18 16:47:22+00:00
Kyivska oblast,Bilotserkivskyi raion,Uzynska terytorialna hromada,hromada,2022-03-18 16:39:38+00:00,2022-03-18 16:47:33+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-18 16:39:54+00:00,2022-03-18 16:47:39+00:00
Vinnytska oblast,,,oblast,2022-03-18 17:00:58+00:00,2022-03-18 17:46:54+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-18 17:02:11+00:00,2022-03-18 17:51:31+00:00
Kyiv City,,,oblast,2022-03-18 17:02:16+00:00,2022-03-18 17:47:16+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-18 17:02:20+00:00,2022-03-18 17:51:34+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-18 17:04:32+00:00,2022-03-18 17:49:14+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 17:04:37+00:00,2022-03-18 17:49:23+00:00
Kirovohradska oblast,Holovanivskyi raion,,raion,2022-03-18 17:05:30+00:00,2022-03-18 18:46:49+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-03-18 17:09:39+00:00,2022-03-18 17:58:50+00:00
Khmelnytska oblast,Shepetivskyi raion,,raion,2022-03-18 17:09:55+00:00,2022-03-18 17:58:56+00:00
Zhytomyrska oblast,Korostenskyi raion,m. Korosten ta Korostenska terytorialna hromada,hromada,2022-03-18 18:26:23+00:00,2022-03-18 20:02:51+00:00
Kharkivska oblast,,,oblast,2022-03-18 18:26:36+00:00,2022-03-18 19:56:15+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 18:27:18+00:00,2022-03-18 20:02:59+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-18 19:08:01+00:00,2022-03-18 20:09:11+00:00
Kyiv City,,,oblast,2022-03-18 19:12:42+00:00,2022-03-18 20:02:17+00:00
Kyivska oblast,Boryspilskyi raion,m. Boryspil ta Boryspilska terytorialna hromada,hromada,2022-03-18 19:21:28+00:00,2022-03-18 20:09:04+00:00
Kyivska oblast,Brovarskyi raion,m. Brovary ta Brovarska terytorialna hromada,hromada,2022-03-18 19:21:33+00:00,2022-03-18 20:08:54+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-18 19:29:55+00:00,2022-03-18 19:50:37+00:00
Zhytomyrska oblast,,,oblast,2022-03-18 20:19:33+00:00,2022-03-18 20:50:51+00:00
Chernihivska oblast,,,oblast,2022-03-18 22:24:44+00:00,2022-03-19 00:04:39+00:00
Kyiv City,,,oblast,2022-03-19 02:29:05+00:00,2022-03-19 04:06:19+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 02:29:50+00:00,2022-03-19 04:07:10+00:00
Chernihivska oblast,,,oblast,2022-03-19 02:40:08+00:00,2022-03-19 16:54:42+00:00
Kyivska oblast,,,oblast,2022-03-19 02:43:08+00:00,2022-03-19 04:17:51+00:00
Kyiv City,,,oblast,2022-03-19 04:45:46+00:00,2022-03-19 05:19:40+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 04:46:50+00:00,2022-03-19 05:20:36+00:00
Donetska oblast,Kramatorskyi raion,Sviatohirska terytorialna hromada,hromada,2022-03-19 05:21:37+00:00,2022-03-19 06:05:15+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 05:39:44+00:00,2022-03-19 05:59:31+00:00
Kharkivska oblast,,,oblast,2022-03-19 07:06:28+00:00,2022-03-19 07:10:50+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-19 07:16:32+00:00,2022-03-19 07:51:46+00:00
Kyiv City,,,oblast,2022-03-19 08:03:46+00:00,2022-03-19 08:42:57+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 08:04:23+00:00,2022-03-19 08:43:35+00:00
Kyivska oblast,,,oblast,2022-03-19 08:07:39+00:00,2022-03-19 08:52:47+00:00
Ivano-Frankivska oblast,,,oblast,2022-03-19 09:30:31+00:00,2022-03-19 09:45:50+00:00
Volynska oblast,,,oblast,2022-03-19 09:30:48+00:00,2022-03-19 09:47:18+00:00
Rivnenska oblast,,,oblast,2022-03-19 09:30:55+00:00,2022-03-19 09:47:24+00:00
Khmelnytska oblast,,,oblast,2022-03-19 09:32:52+00:00,2022-03-19 09:49:35+00:00
Lvivska oblast,,,oblast,2022-03-19 09:33:47+00:00,2022-03-19 09:54:29+00:00
Ternopilska oblast,,,oblast,2022-03-19 09:34:41+00:00,2022-03-19 09:51:05+00:00
Kyiv City,,,oblast,2022-03-19 09:45:40+00:00,2022-03-19 11:35:09+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 09:46:16+00:00,2022-03-19 11:37:09+00:00
Dnipropetrovska oblast,Nikopolskyi raion,m. Nikopol ta Nikopolska terytorialna hromada,hromada,2022-03-19 09:49:55+00:00,2022-03-19 10:37:51+00:00
Kyivska oblast,,,oblast,2022-03-19 10:01:13+00:00,2022-03-19 11:47:17+00:00
Cherkaska oblast,,,oblast,2022-03-19 10:06:50+00:00,2022-03-19 10:58:17+00:00
Kharkivska oblast,,,oblast,2022-03-19 12:28:28+00:00,2022-03-19 13:00:15+00:00
Poltavska oblast,,,oblast,2022-03-19 12:31:23+00:00,2022-03-19 12:46:07+00:00
Vinnytska oblast,,,oblast,2022-03-19 13:06:44+00:00,2022-03-19 14:30:07+00:00
Odeska oblast,,,oblast,2022-03-19 13:06:57+00:00,2022-03-19 14:37:11+00:00
Dnipropetrovska oblast,,,oblast,2022-03-19 13:09:52+00:00,2022-03-19 14:01:52+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-19 13:10:35+00:00,2022-03-19 14:02:26+00:00
Volynska oblast,,,oblast,2022-03-19 13:11:02+00:00,2022-03-19 14:35:15+00:00
Khmelnytska oblast,,,oblast,2022-03-19 13:11:15+00:00,2022-03-19 14:31:46+00:00
Rivnenska oblast,,,oblast,2022-03-19 13:11:17+00:00,2022-03-19 14:34:42+00:00
Zaporizka oblast,,,oblast,2022-03-19 13:11:46+00:00,2022-03-19 14:03:56+00:00
Ivano-Frankivska oblast,,,oblast,2022-03-19 13:12:10+00:00,2022-03-19 14:31:50+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-03-19 13:14:13+00:00,2022-03-19 14:04:37+00:00
Ternopilska oblast,,,oblast,2022-03-19 13:14:51+00:00,2022-03-19 14:39:49+00:00
Lvivska oblast,,,oblast,2022-03-19 13:15:55+00:00,2022-03-19 14:33:32+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-19 13:16:44+00:00,2022-03-19 14:16:22+00:00
Kharkivska oblast,,,oblast,2022-03-19 13:30:54+00:00,2022-03-19 14:52:13+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-19 15:44:30+00:00,2022-03-19 16:07:48+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-19 16:19:43+00:00,2022-03-19 16:26:39+00:00
Kharkivska oblast,,,oblast,2022-03-19 17:02:29+00:00,2022-03-19 18:00:02+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-03-19 17:02:36+00:00,2022-03-19 18:08:33+00:00
Dnipropetrovska oblast,,,oblast,2022-03-19 17:07:40+00:00,2022-03-19 18:06:12+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-19 17:08:35+00:00,2022-03-19 18:06:17+00:00
Zaporizka oblast,,,oblast,2022-03-19 17:22:23+00:00,2022-03-19 18:10:34+00:00
Odeska oblast,Odeskyi raion,,raion,2022-03-19 17:40:59+00:00,2022-03-19 17:59:40+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-03-19 17:45:41+00:00,2022-03-19 18:35:44+00:00
Chernihivska oblast,,,oblast,2022-03-19 18:19:42+00:00,2022-03-19 18:38:28+00:00
Kharkivska oblast,,,oblast,2022-03-19 18:19:57+00:00,2022-03-20 03:31:37+00:00
Donetska oblast,Kramatorskyi raion,m. Kramatorsk ta Kramatorska terytorialna hromada,hromada,2022-03-19 19:23:34+00:00,2022-03-19 19:36:11+00:00
Volynska oblast,,,oblast,2022-03-19 20:32:00+00:00,2022-03-19 21:30:47+00:00
Rivnenska oblast,,,oblast,2022-03-19 20:36:09+00:00,2022-03-19 21:30:16+00:00
Ternopilska oblast,,,oblast,2022-03-19 20:39:39+00:00,2022-03-19 21:45:57+00:00
Khmelnytska oblast,,,oblast,2022-03-19 20:40:42+00:00,2022-03-19 21:35:58+00:00
Zhytomyrska oblast,,,oblast,2022-03-19 20:50:06+00:00,2022-03-19 22:10:02+00:00
Kyiv City,,,oblast,2022-03-19 21:00:59+00:00,2022-03-19 21:28:42+00:00
Kyivska oblast,,,oblast,2022-03-19 21:17:22+00:00,2022-03-19 22:14:48+00:00
Kyiv City,,,oblast,2022-03-19 21:30:38+00:00,2022-03-19 22:09:34+00:00
Chernihivska oblast,Nizhynskyi raion,,raion,2022-03-19 21:52:52+00:00,2022-03-20 04:33:24+00:00
Chernihivska oblast,Prylutskyi raion,,raion,2022-03-19 21:53:19+00:00,2022-03-20 04:33:27+00:00
Kyiv City,,,oblast,2022-03-19 23:04:57+00:00,2022-03-19 23:26:23+00:00
